# TODO: Translate to Simplified Chinese
# Source: voice_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 16797

"HASH_B9F9F000": "也许待会儿吧，行吗？"
"HASH_EC645AF3": "被绑架者可能携带多种严重疾病。接近或接触被绑架者时请小心。"
"HASH_4A3EC6F3": "这可不行。我打掉一个，就冒出两个替代。"
"HASH_B2FEC2F3": "他刚是不是变成了某种……超级源鬼？"
"HASH_4ACD7AF3": "一扇门。我怎么没想到。"
"HASH_DB616AF3": "该你了，来吧.."
"HASH_65CBA2F3": "马特，别靠近他……"
"HASH_899232F3": "赛勒斯抓了金吉。马特，给我一把枪。"
"HASH_5358EEF3": "那我们到了之后计划是什么？"
"HASH_6F6B56F3": "我从没见过你对破坏这么热衷。"
"HASH_D4175AF3": "哇！"
"HASH_8A4DA6F4": "什么意思？"
"HASH_7F658EF4": "但他不是想阻止我们……啊，算了。我接受现实继续往前走。"
"HASH_06F336F4": "你不硬塞给我的时候，是的。"
"HASH_16BF66F4": "哎呀，你肯定触发了安全警报。"
"HASH_D7B4F6F4": "操！他有东西保护他。"
"HASH_35B34AF4": "更像是一场有精美奖品的杀人狂梦……"
"HASH_D4610EF4": "这位圣徒三下五除二就清掉了那些靶子。"
"HASH_40049AF4": "什么？"
"HASH_F240EAF4": "你在台上抽的那个风就是你说的舞蹈？"
"HASH_2FF85AF4": "你能做到？不用马特？"
"HASH_DB5542F4": "莎蒂……看好金吉，我和盖特去炸点东西。"
"HASH_EC4132F4": "我猜他不想永远困在模拟里。"
"HASH_B0413EF4": "来拿啊！"
"HASH_D21F6EF4": "我们在核电站有什么好理由吗？"
"HASH_9602AAF5": "不，我不知道会忙到多晚。我说了我不知道。我被告知按这个路线一遍遍走，直到发生什么有趣的事。嗯，我看你也没找到工作！"
"HASH_90839AF5": "对，你用它们没问题的。"
"HASH_E1D7B6F5": "哦哦，看看你的第二修正案解决方案。"
"HASH_4A982EF5": "我要一个！"
"HASH_36552AF5": "这是什么地方？"
"HASH_9FB772F5": "金吉！我们快离开这个鬼地方。"
"HASH_274AE2F5": "所以你跟过去的你谈过了？"
"HASH_01A482F5": "怎么有两个我了？！"
"HASH_207A32F5": "来吧舞伴们，妈*哔*的！"
"HASH_ED1856F5": "我看到的情报表明——"
"HASH_543BF6F5": "好。"
"HASH_D391F2F5": "好……等等，那说得通吗？"
"HASH_7E4BEAF5": "嘿，我只是……"
"HASH_8CCA72F5": "那召唤很强烈，本。我必须跳舞。"
"HASH_3FF78EF6": "如果他们不占据点位，就输掉这局。"
"HASH_4DDD9AF6": "金吉，知道我该期待什么吗？"
"HASH_EF9DCAF6": "这地方没有电灯开关？"
"HASH_EA3E8AF6": "吃招你*哔*！"
"HASH_572426F6": "删除"
"HASH_408246F6": "你觉得用著名战役给船命名怎么样？比如珊瑚海号，或者葛底斯堡号，或者诺曼底号？不不，算了。这些做船名太糟了。"
"HASH_620B0AF6": "需要被车撞吗？"
"HASH_A421A6F6": "……那是杀戮场吗？"
"HASH_CB325EF6": "出来。"
"HASH_11E57EF6": "金吉告诉我她看见老兵之子在你的模拟里。我以为我早就不在意了，但实际上我挺担心的。"
"HASH_C00A2AF6": "我能说什么呢？我就是这么牛。"
"HASH_84EA2AF6": "天哪我恨这些晨星杂种。"
"HASH_8FD636F6": "服务器被力场保护着。"
"HASH_E5102EF6": "我当然愿意，马特……"
"HASH_E4F8D6F6": "嘿马特，把我的超能力开回来。"
"HASH_FA21E6F7": "离老大远点，混蛋们。"
"HASH_5E48BEF7": "这些是什么，齐恩皮纳塔？"
"HASH_A8537EF7": "没问题，皮尔斯。"
"HASH_4F9466F7": "几乎怕看里面是什么了。"
"HASH_EDB1AAF7": "你想挡我的路？随你便。"
"HASH_F94896F7": "搞什么？"
"HASH_21C4D6F7": "现在谁在补偿，嗯？"
"HASH_F2EECAF7": "嗯。当然。我就……专心弄那些中继器。"
"HASH_AD722AF7": "好。那是什么让你改主意了？"
"HASH_0DBFD6F7": "别紧张。我不评判。"
"HASH_ADC38AF7": "他的真实本性只有秘密的信徒团知道——呃，嗯。"
"HASH_653BA2F7": "嗯……"
"HASH_AF0726F7": "好吧，我陪你玩。包在我身上。"
"HASH_E815AEF7": "朱尼奇是个死人了……"
"HASH_7153EEF7": "莎蒂们！"
"HASH_D4F4F2F7": "因为你没有超能力，就这么简单。"
"HASH_8A61BEF7": "嗯……塔尼娅也许是个冷酷无情的贱人，但她在灯光方面很有天赋……"
"HASH_C25206F7": "阿莎！马特！该死。"
"HASH_CEE5EEF7": "滚开，你们这些丑八怪！"
"HASH_4F6982F8": "应付得来。操。我应付得来我自己。"
"HASH_B140F6F8": "你在哪，混蛋……"
"HASH_AF0212F8": "坦克。当然。"
"HASH_76C01AF8": "所以如果这些数据玩意儿——"
"HASH_D2BED6F8": "金吉，这是第二次通讯出问题了……怎么回事？"
"HASH_3A5002F8": "燃烧子弹？我靠。"
"HASH_6FE032F8": "猜我想要这东西里面的东西？"
"HASH_24B0CEF8": "哦，该死，你不会是跟他一伙的吧？"
"HASH_7E114AF8": "她放弃是不可能了。"
"HASH_86D85AF8": "这是……？"
"HASH_03783EF8": "像飞蛾一样被电了个正着！"
"HASH_387D9EF8": "妈的！"
"HASH_7FB386F8": "你最好祈祷我不会爆炸！"
"HASH_3692DAF8": "你他妈在逗我？"
"HASH_0B6E66F8": "然后我炸掉这玩意就行，对吧？"
"HASH_D9F9AAF8": "容我任性一回。"
"HASH_BB7A5EF8": "没错，让我听听你们的欢呼！"
"HASH_7D8DCEF8": "呼！"
"HASH_C5E286F8": "再做几个就好了，我保证。"
"HASH_C3EE46F8": "我该抓哪个 C.I.D.？"
"HASH_A86B76F8": "一个人？没问题。"
"HASH_EE250AF8": "你好吗？"
"HASH_36186EF8": "你说了算..."
"HASH_BB4E0EF8": "哦，别提那个。他讨厌别人提那事。"
"HASH_0A7C0EF8": "呃，我觉得自己像弗莱克尔碧池斯的厕所。"
"HASH_76595EF9": "说再见吧。"
"HASH_5B891AF9": "我的天啊夜刃来了。"
"HASH_3A2B2AF9": "这东西有多硬？"
"HASH_A8AB2AF9": "别担心你漂亮的小脑袋了，亲爱的，我来搞定。"
"HASH_0C99F2F9": "说起旧时光，你听说过那个混蛋德克斯什么事吗？还是特洛伊？还是……天哪，那个发型搞笑的机修工。他叫什么来着？"
"HASH_D3C392F9": "比如说？"
"HASH_68C81EF9": "这些辛人真给了谋杀他们的好理由。"
"HASH_544746F9": "人类没有你会安全得多。"
"HASH_B6C5BAF9": "是电视台要求你去的，乔什。这跟我没关系。"
"HASH_33F8F2F9": "你的那种超能力在这个宇宙不存在所以……你用不了。"
"HASH_10C4D2F9": "去你的保罗！"
"HASH_55E912F9": "莎蒂？你听起来怪怪的。"
"HASH_E861CEF9": "希望他们能撑住。"
"HASH_754386F9": "我猜她不太习惯在当团队王牌这事上有竞争。"
"HASH_A656CAF9": "嘿，你觉得你有没有藏着什么训练程序能派上用场？"
"HASH_07C56EF9": "你怎么不射回去？"
"HASH_E27C46F9": "我需要再扫描一下这片区域。去另一个映射点吧。"
"HASH_35C1A2FA": "我们在王者归来唱片里面！沃伦·威廉姆斯就在前面！走吧！"
"HASH_CDF536FA": "让我猜猜。动力装甲？"
"HASH_2C103EFA": "你比我想象的要有天赋，米勒先生……"
"HASH_54761AFA": "*笑*"
"HASH_06E102FA": "重温过去又不用担心被弹劾，听起来相当不错。"
"HASH_2216C6FA": "那对你来说可不太妙。"
"HASH_DD31AEFA": "当然，有何不可。"
"HASH_FD44F6FA": "不行。"
"HASH_18DA72FA": "强尼……你要见到你的灵兽了。"
"HASH_92AC26FA": "该死。"
"HASH_880F3EFA": "啊，碰到跟你一样块头的就不好玩了吧，保罗？"
"HASH_B8BDE6FA": "我怎么过那扇门，金吉……"
"HASH_8D2A62FA": "为什么不一开始就去那儿？"
"HASH_FC38B2FA": "你好。"
"HASH_86B002FA": "你能，呃，加载一间训练室吗？我想试试我得到的东西。"
"HASH_3B7CD2FA": "抱歉马特，但这是你必须自己做的事。"
"HASH_DFDF7EFA": "哇。看看你，DJ 米勒！"
"HASH_238D0EFB": "好极了。"
"HASH_3CE37EFB": "她还有呼吸。"
"HASH_94F6C2FB": "该死。"
"HASH_A527BAFB": "我现在是什么鬼？"
"HASH_C90BF6FB": "是的，我想莎蒂就在附近。"
"HASH_B62D72FB": "你越折腾模拟，金吉就能把弹跳枪做得越好。"
"HASH_B0391AFB": "*笑*"
"HASH_FE6A86FB": "我拿对模块了吗？"
"HASH_1AC0D2FB": "那我们去下一个传送门吧。"
"HASH_33CB5AFB": "为了你我会想办法的。"
"HASH_F969FEFB": "唐尼说我是他的女孩？你信吗？我是说，我们确实挺亲近的，但从没提过这个。我们聊引擎，聊配重，聊悬挂……但他的女孩？我从没想到过。是个不错的惊喜。"
"HASH_E1AD76FB": "我们没事。我惊讶居然花了这么久。"
"HASH_7665B6FB": "你！我告诉过你滚远点！给我滚开！你们杀不了我，混蛋们！"
"HASH_4D7F1AFB": "对！把你的能量喂给我！"
"HASH_A823EAFB": "哦。等等——多年酷刑审讯训练？我以为你在FBI搞计算机犯罪。"
"HASH_8AA84EFC": "*叹气* 为地球复仇……"
"HASH_4ABCAAFC": "我就知道源鬼不会差太远。"
"HASH_13187AFC": "C.I.D.你在吗……？"
"HASH_2B6036FC": "撑住，救援车来了。"
"HASH_233766FC": "啊嗬嗬！不道德目标会带来严重扣分，博比。"
"HASH_469A16FC": "等等，金吉造了机甲？从零开始？还是修好的？因为说真的，如果她自己会造，那为什么钢城港的时候没有？或者白宫的人也来几台？天哪，拜托。妈的，我想要机甲。"
"HASH_C43B52FC": "皮尔斯……我之后要杀了你。"
"HASH_9E7E6EFC": "那不算回答。"
"HASH_D5062AFC": "嘿，圣徒是我的人。我愿意为他们任何一个挡子弹。"
"HASH_A9D85AFC": "那对我来说有意义？"
"HASH_28D506FC": "我只是开玩笑。我不明白你为什么这么生气。"
"HASH_1A20DEFC": "辛帝国的遗产将会延续。"
"HASH_A69986FC": "如果你能完成我的挑战，我要求的应该不会超出你的能力范围。"
"HASH_E5F2FEFC": "在做任何事之前，我们需要喘息空间。先干掉那些坦克！"
"HASH_36C7F2FC": "删除"
"HASH_7964EEFC": "进去找金。"
"HASH_322C8EFD": "你有什么就扔给我。"
"HASH_C0B2CEFD": "等等——什么？"
"HASH_ABA96EFD": "很高兴你回来了！现在你可以给我超能力了。"
"HASH_FD3592FD": "我不知道你还有这一手。"
"HASH_319EEAFD": "听着，我知道也许我有点不负责任，偶尔用化学品逃离生活压力，但我怎么就成了这么一个贱人？"
"HASH_AF5D1EFD": "我知道我是对的……"
"HASH_CBB1AAFD": "我马上回来。去开车。"
"HASH_0F9C82FD": "你知道吗，去你的。你炸了我的星球，现在还跟我玩什么心理游戏？"
"HASH_9FCC5EFD": "聪明的计划，马修……"
"HASH_BB1A02FD": "这艘船上的科技太迷人了！有太多东西可以拆了。"
"HASH_61D19AFD": "那是强尼的声音——！"
"HASH_D89F96FD": "你怎么不自己跟我打一场，齐尼亚克？"
"HASH_623806FD": "钥匙损坏严重。更多能量能解决这个问题。"
"HASH_8BBA86FE": "没我，你还会卡在那些裂隙里，不管这里还是现实世界都没身体。"
"HASH_9234EAFE": "（我要让那个火辣的做我的新娘！）"
"HASH_DD7E02FE": "来！侧翼包抄！"
"HASH_0C0A96FE": "铛铛。"
"HASH_71F27EFE": "干得好，金吉。"
"HASH_A400B6FE": "好！"
"HASH_D94FEAFE": "还有谁在这儿？"
"HASH_8ACA2AFE": "这地方真让人受不了！但我不需要射他就能让他闭嘴。"
"HASH_B9C39AFE": "从副王帮的首领，到畅销自助书作家，到总统幕僚长；能做到这些的人不多，本杰明·金是其中之一。想想我在斯提尔沃特时还差点想杀他，后来他自己的副手发动了小政变。看来结果对他还不错。"
"HASH_BF94CAFE": "杀丧尸永远好玩，马特。所以它们才叫丧尸。"
"HASH_2384C6FE": "还是个无礼的小孩！"
"HASH_7543AEFE": "那么，还想到需要别的什么了吗？"
"HASH_C053E6FE": "金吉，找盖特进展到哪了？"
"HASH_22ACAEFE": "我的肉身早已死去。多年前我就把意识植入了主模拟计算机。"
"HASH_8043AEFE": "这是艘飞船？难以置信……"
"HASH_F5A256FE": "好了，各位，走吧！"
"HASH_0B7602FE": "你将自食恶果！"
"HASH_56F3E6FE": "齐尼亚克躲不了多久，等我找到他，他会希望自己当初是自刎的……"
"HASH_DE29D2FE": "我打赌强尼离了这么久没仗打肯定急得发疯。你能给我们弄点那杀人猫的特调吗？"
"HASH_12F39AFE": "哼！典型作家。受不了诚实的批评。"
"HASH_599546FF": "这很快就无聊了。"
"HASH_47FFDEFF": "我确实喜欢新武器。"
"HASH_1695EEFF": "我真想质疑为什么机器人大炮在室内。"
"HASH_A1DF16FF": "我想知道今天世界有什么新鲜事。"
"HASH_78D70AFF": "如果我不小心把脱衣舞娘杀了别怪我。"
"HASH_39B6CEFF": "莎蒂，检查货舱。它跟气闸舱一样脆弱。盖特，跟我来。"
"HASH_9F0C6AFF": "你有什么主意？"
"HASH_CE6F32FF": "金吉，马特是一位高度智能的系统专家，我这个任务的联络人，也是军情六处的受人尊敬的成员。"
"HASH_221432FF": "老大？操，我能习惯这个。"
"HASH_E6C6A2FF": "你接派对和成年礼的活儿吗？"
"HASH_76178EFF": "不管了，那边有个发电机连开都没开！"
"HASH_FE067EFF": "我知道我面对的是什么。"
"HASH_39DBCF00": "删除"
"HASH_B81D3B00": "你全搞错了，基思。齐尼亚克在你脑子里。他把你搞糊涂了。"
"HASH_55969700": "但我是总统啊，妈的。"
"HASH_AAA9F300": "说再见吧，塔尼娅。"
"HASH_38312300": "好吧，如果 C.I.D. 再叫我去给他的镀铬抛光一次，我就在这堆飞行的破铜烂铁上发明一项新运动。像 Tee 球，但没有那个该死的 Tee。"
"HASH_1C515300": "唐尼让自己靠得太近了。他是约瑟夫的朋友，但他太看重与林的关系，看不到眼前的事实。林把一切搞垮了，而唐尼让它发生了。如果不是他跟我侄子那么亲近，我会把他塞进那个后备箱跟林在一起。"
"HASH_CFDA0700": "补偿？你想要什么？"
"HASH_E46B9300": "为什么盖特的舱跟其他的不一样。"
"HASH_161CE700": "行，但我最好能从中得到什么。"
"HASH_548FF300": "你对整件事出奇地冷静，金吉。我以为你会追着我说没有这些你的钥匙就不工作，我最好别搞砸，吧啦吧啦吧啦。"
"HASH_D8DCFF00": "我只是随遇而安，不去纠结这些荒谬。"
"HASH_C9461F00": "那么一个反社会机器人会带人去哪约会？"
"HASH_6278AB00": "是的，但那也该死的重要，盖特。"
"HASH_3CAFDB00": "那个大穹顶怎么回事？"
"HASH_9496AB00": "哦，有件快事：我在你的 HUB 和模拟数据之间建立了链接。"
"HASH_FF204B01": "你偷了我的内阁！"
"HASH_DFB66301": "哦，我不知道。也许你想穿那身衣服了……"
"HASH_A274EF01": "金吉，你能——"
"HASH_DEDE3701": "运气是给失败者的。"
"HASH_20114B01": "是的，只不过它崩溃得比预期快，如果你不赶紧出来，你的意识会被困在里面，所以快动。"
"HASH_65E6FF01": "在我反向追踪你的信号到你的肉身之前，我做不了那件事。在那之前，你困在那了，所以你也许该去买把枪。"
"HASH_1ADADF01": "我的反应更强烈了。"
"HASH_D531EB01": "糟了？金吉，什么糟了？"
"HASH_296F1301": "可不是嘛……"
"HASH_65536701": "那告诉我赛勒斯·坦普尔怎么能闯进这个模拟？"
"HASH_91437B01": "哦别担心，那群人只是来给你热热身。"
"HASH_2B009301": "我就知道你能做到。"
"HASH_47D8A701": "在右边！"
"HASH_4591A701": "哈。小菜一碟。但你他妈别把我丢下。"
"HASH_BBF78702": "*阿拉伯语*"
"HASH_66936702": "你处理那边的事，我确保他们不惊动其他人。"
"HASH_3EA05B02": "好戏开场。"
"HASH_85A55702": "这年头靠不住科技了，不是吗。"
"HASH_5AA04B02": "这可不妙……"
"HASH_3CA76302": "这是你的标准「黑掉 Friendly Fire」提醒。像你真以为这个区域不会有一样……"
"HASH_FC0BAB02": "他建立了一个帝国，现在他要帮我推翻另一个。"
"HASH_40B92F02": "去他妈的！我要把这该死房间里的一切都毁了！"
"HASH_BBBED702": "老大在外面炸东西，我最大的问题却是避开糟糕的路面。"
"HASH_D7A48B02": "这比钝器伤好多了……"
"HASH_A41FBF02": "这也是你计划的一部分？"
"HASH_0C9D7302": "我发誓我要一拳打在他喉咙上。"
"HASH_27093B02": "到底怎么回事？"
"HASH_6D2BA702": "纯粹的诗。"
"HASH_6D9CB702": "可惜有趣不在其中。"
"HASH_1953BB02": "找掩护，马特！"
"HASH_70EF2702": "她要了你几个模拟？"
"HASH_786C6702": "你听好了，如果你以为你能把你的议程塞过国会，那你等着大吃一惊吧，听见了吗？让我告诉你政治里最伟大的词是什么：冗长辩论！"
"HASH_B3B1BF02": "这是我唯一需要的计划。"
"HASH_F2D2AB02": "如果你说的「进展」是指「这东西在气我」，那对，很多。"
"HASH_59E18702": "好。"
"HASH_0CFF7B02": "确定没有更多被感染的人了？"
"HASH_45E32302": "你连自己的都救不了！"
"HASH_73A37F02": "毫无问题。"
"HASH_8BDBCF02": "美国的女士们先生们，威胁就在我们面前。一种外星力量已经接管了你的朋友和家人。就是你认识的每个人，你看到的每个人。没人能信。尤其是这个国家的领导层。"
"HASH_5DC00703": "不过还没约翰尼的踪影。你到底在哪？"
"HASH_F0CD7F03": "然后……？"
"HASH_59228B03": "希望你在路上，金吉。"
"HASH_7F07A303": "我们像以前那样搞点疯狂的事吧。"
"HASH_F58C7F03": "你想挡我的路？随你便。"
"HASH_4ABBBF03": "我还是不让你开车。"
"HASH_F850F703": "你还真以为朱利叶斯会帮到你？"
"HASH_D8488B03": "快到了，强尼。"
"HASH_C7019B03": "好，就是这个。再往系统里插入一个程序，这片区域就能正常了。我上传的时候你保证安全就行。"
"HASH_902C5703": "那为什么这对他有意义？"
"HASH_EE093B04": "见过强尼之后，我知道你那些好品质从哪来的了。"
"HASH_37016304": "呃，我觉得自己像加油站的厕所。"
"HASH_477CE304": "删除"
"HASH_06C68B04": "*狂笑*"
"HASH_01310304": "齐尼亚克把金吉关哪了？"
"HASH_B6BC7704": "太难了。我回去了。"
"HASH_A225A304": "那是幻觉，马埃罗。你也是。回到现实，你早就死透了。"
"HASH_75CD5F04": "哦那个马特。真是个活宝。我不介意再杀他一次。嘿，只要你一失败，我就能动手！"
"HASH_E9344304": "你得帮帮我，老兄……"
"HASH_CCB2D304": "金吉，我们还是继续聊强尼吧。"
"HASH_8B8CD304": "这是给你的！你应得的！"
"HASH_BAF21704": "太好了。准备好了随时来找我。"
"HASH_F727B704": "为什么我不能把所有人都带走？那更容易。"
"HASH_C6B04B04": "我来了，你个狗娘养的。"
"HASH_357B9F04": "坏消息是枢机主教不在我们原以为的三赌场里。"
"HASH_519F1704": "不。活着。走出。这里。"
"HASH_D251AB04": "你在耍我？"
"HASH_EC5FB705": "想详述吗？"
"HASH_71535F05": "可怜的强尼就在那扇门后面……而你连打开它的勇气都没有。他会死。孤零零地。他的朋友们连看一眼遗体给他下葬的机会都没有。"
"HASH_8AFFC705": "没人会来帮你。"
"HASH_1494AF05": "在三赌场对面。那是模拟最薄弱的区域之一，应该更容易让我打开传送门。"
"HASH_36A6A705": "嗯，那可真方便。"
"HASH_BE005F05": "一把枪？哦。一把枪。好。"
"HASH_0D642B05": "死吧，你他妈的人猫！"
"HASH_EC949705": "天哪，我想吐……"
"HASH_4AB3FF05": "都还好吗？"
"HASH_DF683B05": "他死总比我们死好？"
"HASH_753AF705": "偷我的柜子，我拧下你他妈的脑袋。"
"HASH_2FE11F05": "我猜金吉清单上那辆车也是辛人想要的数据。嗯，可惜等你偷来就是我们的了。"
"HASH_53B79305": "妈的！"
"HASH_6EE4EF05": "我忘了这架该死的飞机有多大了。你就不能把我放近点前排吗？"
"HASH_AFDB9F05": "*哔*的。"
"HASH_C3C59F05": "删除"
"HASH_EA3A1705": "这本来不关我事，但既然你把我拉进来了，我觉得你们俩都能从对方身上学到些什么。自己体会吧。"
"HASH_F3433F05": "我在……哦，不！"
"HASH_282F7305": "第二阶段——完成！"
"HASH_D4BFA305": "好吧，我要吐了……"
"HASH_52FD5706": "那我们得动。低下头跑。"
"HASH_3C010706": "本的计划是让模拟超载。我们还能做到，但如果辛人知道我们的每一步就不行。"
"HASH_0D76F706": "好，又得一个。"
"HASH_80D20B06": "还问什么？那个莎蒂不是真的。"
"HASH_CB212706": "所以尽管我给了你那么多破事，我得说，你为我们干得真他妈好，马特。"
"HASH_53DF0B06": "我想看到那些热点之一被摧毁。"
"HASH_6F5A2B06": "那到底是什么？"
"HASH_57BC1306": "什么？哦天哪不！你以为我想看到那个地方比你想还多吗？"
"HASH_1BEE4306": "我以为你忘了我！"
"HASH_0E9A1F06": "你不会要教我下棋吧？"
"HASH_D0E21706": "你的虚拟监狱全是模糊说法，这不是我的错。"
"HASH_78619706": "这些混蛋缠着我。莎蒂，你能试试吗？"
"HASH_2771D306": "妈的，滚轮帮。勒瓦尔，你就让那些贱人这么不尊重我们？"
"HASH_E68BCF06": "选哪个有区别吗？"
"HASH_604CAF06": "看来有人砸了你的玩意儿，齐尼亚克。"
"HASH_D0355706": "看你如何应对外星威胁将大大丰富我新书的叙事。"
"HASH_35884B06": "组装钥匙需要的主要部件是中央处理器、内存模块和重力抑制器。我在旧钢城港国民警卫队军械库找到了一个 CPU。你去拿那个，我找找其他东西。"
"HASH_04A98706": "介意定义一下「热点」吗，金吉？"
"HASH_48DD4B06": "他在干什么——我的天！"
"HASH_82521306": "极好。"
"HASH_A4748B06": "伯特呼叫厄尼。伯特呼叫厄尼。激活南门防御。"
"HASH_931E3B07": "微不足道。"
"HASH_5E1BAF07": "找反派的时候被伏击？不错的老桥段，马特。"
"HASH_DE5DAB07": "你在耍我？"
"HASH_4E618307": "对，而且冲击波会伤害他们并把他们击退。"
"HASH_BBD3E307": "为什么？！"
"HASH_4BB7C307": "该死。"
"HASH_82860307": "得到那个平台上去……"
"HASH_E3D3DB07": "操，如果副王帮从国王的传送门里出来，你觉得我的会把这整个地方变成2D吗？"
"HASH_9DE1E707": "我们得攻进建筑群的核心。"
"HASH_06622B07": "我们说的是强尼·他妈的·盖特，不是马特·米勒。"
"HASH_F1291B07": "删除"
"HASH_4CF4EF07": "闭嘴，我得告诉你一件事：多年来我以为你死了，我把责任归咎于自己。你走后我的生活里出现了一个洞，我试图用一切能找到的东西来填……派对、性、复仇……有时候是三者的奇怪组合。"
"HASH_93A47B07": "我有个前任应该教教她这招。"
"HASH_210BAF07": "我的天，齐尼亚克毁了我的公寓！"
"HASH_6B436707": "我真希望这些好先生们没事！"
"HASH_AA1E3307": "好，我想我懂了。"
"HASH_C8093707": "我很好奇你在模拟里能承受多少虐待，所以你去车流里玩玩吧？别担心，你不会死什么的。"
"HASH_5A307307": "记得皮尔斯跟那个记者打架的事吗？那可真乱。你觉得你能比他们俩造成的破坏更大吗？"
"HASH_E5BA0307": "哦别担心那么多。再说，又不会伤到你什么的。"
"HASH_5985CB07": "别得寸进尺。"
"HASH_B1259B07": "天哪，我想吐……"
"HASH_8B37FF08": "那插上用起来吧。"
"HASH_742DBB08": "天哪……"
"HASH_B3F60308": "好，我们帮你挡住辛人。你把那扇门打开就行。"
"HASH_4A01DF08": "嘿，什么鬼？！"
"HASH_A37BA308": "去哪，金吉？"
"HASH_02248308": "对。对，我跟你在一起。"
"HASH_363F3F08": "如果有一件事我知道能让我感觉好点，那就是杀辛人。去试试。"
"HASH_0252C308": "莎蒂，检查货舱。它跟气闸舱一样脆弱。盖特，跟我来。"
"HASH_24C01B08": "极好。"
"HASH_F69BE308": "等等，如果这些发电机有「重力抑制器」那第一，它们为什么不浮起来，第二，为什么该死的我上次没从那些发电机拿？它们看起来一模一样！"
"HASH_5F5A1B08": "相信我，这是我的荣幸。"
"HASH_A39D3708": "应该搞定了！"
"HASH_C949E708": "莎蒂们！"
"HASH_502A6708": "谢了给我一个更大的目标。"
"HASH_37162B08": "对，好，做吧。"
"HASH_9AFE9F08": "我们一起……到你了，金吉：「你知道——这不是虚构……」"
"HASH_B17AC708": "金吉有干掉他的计划。"
"HASH_17807708": "别把这合唱的事用滥了。"
"HASH_9E4C1F08": "好，冷静，我去了。"
"HASH_5FBA0708": "然后……？"
"HASH_22638308": "我在路上了。"
"HASH_89D4E309": "跟我记忆中的一样……"
"HASH_5AECCF09": "删除"
"HASH_4D900F09": "*叹气* 那么他在哪儿？"
"HASH_1B67E709": "你知道金吉怎么喜欢她的谜团。让保罗跟着就行。"
"HASH_4675B709": "哦。嘛。抱歉。"
"HASH_69BE8709": "哇，看来搞定了。"
"HASH_51A52309": "必须更快，必须更快……"
"HASH_A404C309": "没什么，没什么。什么也没有。"
"HASH_AF14CB09": "我操..."
"HASH_FFB3F709": "金吉..."
"HASH_172C4B09": "至少你够直接。"
"HASH_08180F09": "好。我们现在有足够的影响力推一项重大法案，不能两个都推。所以你想让我推哪个？你想当治愈癌症的总统，还是解决世界饥荒的总统？"
"HASH_40E49B09": "那传送门里最好有超强的东西，金吉。"
"HASH_898FBF09": "你完成了我要求的事，这是你的奖励。如果你重视在这个世界尽力而为，就继续这个任务。"
"HASH_F3753F0A": "哦！谋杀时间就是开火时间！"
"HASH_C1F79B0A": "小心，有客人来了。"
"HASH_0994C30A": "马特。"
"HASH_A72FBB0A": "没人提过死亡激光这回事……"
"HASH_10ABFF0A": "金吉，我需要强尼的最新消息……"
"HASH_CE703F0A": "我飞多高有关系吗？"
"HASH_2E776F0A": "那看起来真壮观……"
"HASH_1272CB0A": "马特，你有基思的线索吗？米勒你在吗？"
"HASH_3AC52B0A": "辛人星球。如果我要从齐尼亚克手里夺回一家店，那就是我先去的地方。"
"HASH_CEA0A30A": "你不喜欢那样，嗯？"
"HASH_89C64B0A": "啊操。我杀了她？"
"HASH_3B0D3B0A": "皮尔斯！那架该死的直升机在哪儿？"
"HASH_CC0C8B0A": "什么？不！"
"HASH_8705CB0A": "对手着火了——字面意义上的！"
"HASH_0F65970B": "上吧。"
"HASH_D811230B": "那你到底为什么觉得我好骗？"
"HASH_C4FFFB0B": "好了。走吧！"
"HASH_C16FE70B": "天哪，本。谢谢。"
"HASH_64156B0B": "哦操。"
"HASH_7A468F0B": "不过还没约翰尼的踪影。你到底在哪？"
"HASH_E7538F0B": "我喜欢这个。"
"HASH_5BCE4B0B": "下一步呢？我们要炸个储藏室？"
"HASH_18F4670B": "好吧，那可真不是一般的诡异……金吉，我手无寸铁。能不能把我弄出去？"
"HASH_DDAFDB0B": "告诉齐尼亚克我有一颗子弹是给他的！"
"HASH_BE043F0B": "特工不常被要求夷平区域，但这是你必须准备好——也有能力——做的事。"
"HASH_15DF070B": "不，那正是我要成为的……"
"HASH_9931330B": "从副王帮的首领，到畅销自助书作家，到总统幕僚长；能做到这些的人不多，本杰明·金是其中之一。想想我在斯提尔沃特时还差点想杀他，后来他自己的副手发动了小政变。看来结果对他还不错。"
"HASH_3320F70B": "那……不是莎蒂。"
"HASH_D908FB0B": "希望你没生过孩子，不然就是「乔治，跟朋友去车流里玩吧。」"
"HASH_2248030B": "那到底是什么鬼？"
"HASH_D33A4B0C": "我的意思是看看这地方。跟我想象中的一模一样！"
"HASH_4DCEDB0C": "你知道，那是我们的事。我们打开收音机，放飞自我。"
"HASH_B97ECF0C": "呃……也许吧？"
"HASH_8A49030C": "三个东西？又来？齐尼亚克真是有意思。"
"HASH_92DD6F0C": "杀了教授！"
"HASH_EE38D30C": "好。还有什么大主意吗？"
"HASH_E342730C": "做吧！"
"HASH_E8C4CF0C": "钥匙怎样了？"
"HASH_5734D30C": "对，那挺好玩，但我想要更有挑战的。"
"HASH_5017C70C": "所以计划是这样的：我们——什么鬼！"
